room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
14592329,1184,90499863,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,2,1.0,,189.0,,2017-05-05 00:33:06.475263,29.952382,-90.072292,0101000020E6100000CCF09F6EA08456C0904C874ECFF33D40
16963651,1184,27104193,Entire home/apt,,New Orleans,,ST. ROCH,1,0.0,8,2.0,,188.0,,2017-05-05 00:30:47.752588,29.978578,-90.056969,0101000020E6100000B1F84D61A58356C0C8957A1684FA3D40
13476367,1184,10595328,Entire home/apt,,New Orleans,,CENTRAL CITY - MAGNOLIA,3,5.0,2,0.0,,79.0,,2017-05-05 00:01:35.771243,29.935511,-90.07976,0101000020E6100000DAE1AFC91A8556C05B0C1EA67DEF3D40
2100539,1184,1333641,Entire home/apt,,New Orleans,,CENTRAL CITY - MAGNOLIA,22,4.5,16,2.0,,75.0,,2017-05-05 00:01:35.761910,29.935545,-90.083747,0101000020E6100000D788601C5C8556C0B3EF8AE07FEF3D40
5021893,1184,8995909,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,10,5.0,,5000.0,,2017-05-04 23:59:22.977822,29.947102,-90.077801,0101000020E610000026A60BB1FA8456C0E8F9D34675F23D40
15568727,1184,7883724,Entire home/apt,,New Orleans,,SIXTH WARD - TREME - LAFITTE,0,0.0,14,5.0,,1935.0,,2017-05-04 23:59:22.975496,29.966828,-90.068385,0101000020E61000005EA27A6B608456C06ADB300A82F73D40
1129016,1184,6188360,Entire home/apt,,New Orleans,,AUDUBON - UNIVERSITY,1,0.0,8,4.0,,1600.0,,2017-05-04 23:59:22.972751,29.935937,-90.115712,0101000020E61000004EF04DD3678756C0C91D369199EF3D40
16946343,1184,58264127,Entire home/apt,,New Orleans,,AUDUBON - UNIVERSITY,0,0.0,10,6.0,,2000.0,,2017-05-04 23:59:21.985428,29.938707,-90.121534,0101000020E610000088D68A36C78756C0BA86191A4FF03D40
15602812,1184,4605202,Entire home/apt,,New Orleans,,SIXTH WARD - TREME - LAFITTE,0,0.0,16,8.0,,1950.0,,2017-05-04 23:59:21.982253,29.96696,-90.065093,0101000020E6100000B58CD47B2A8456C0488AC8B08AF73D40
15437125,1184,53218084,Entire home/apt,,New Orleans,,MILAN,1,0.0,10,4.0,,2300.0,,2017-05-04 23:59:21.977331,29.929197,-90.099264,0101000020E6100000E46A64575A8656C0938AC6DADFED3D40
6952895,1184,13140037,Entire home/apt,,New Orleans,,ST. THOMAS AREA - LOWER GARDEN DISTRICT,0,0.0,3,2.0,,2100.0,,2017-05-04 23:59:21.974454,29.939495,-90.065397,0101000020E61000006B10E6762F8456C06AC18BBE82F03D40
936112,1184,4981655,Entire home/apt,,New Orleans,,ST. THOMAS AREA - LOWER GARDEN DISTRICT,11,5.0,16,10.0,,1840.0,,2017-05-04 23:59:21.971480,29.939651,-90.067937,0101000020E61000000E4C6E14598456C059A7CAF78CF03D40
9694792,1184,50067609,Entire home/apt,,New Orleans,,UPTOWN,1,0.0,16,9.0,,1995.0,,2017-05-04 23:59:21.968064,29.929299,-90.102819,0101000020E6100000139A2496948656C09C340D8AE6ED3D40
11165854,1184,58085138,Entire home/apt,,New Orleans,,LAKEVIEW,0,0.0,11,5.0,,1800.0,,2017-05-04 23:59:21.965436,30.01322,-90.111359,0101000020E610000060C77F81208756C033A7CB6262033E40
17651878,1184,2605140,Entire home/apt,,New Orleans,,GARDEN DISTRICT,0,0.0,6,7.0,,2900.0,,2017-05-04 23:59:21.963190,29.929471,-90.083083,0101000020E6100000A1F65B3B518556C09694BBCFF1ED3D40
16884833,1184,2291545,Entire home/apt,,New Orleans,,AUDUBON - UNIVERSITY,0,0.0,10,4.0,,1595.0,,2017-05-04 23:59:21.960288,29.930501,-90.131729,0101000020E6100000D4BB783F6E8856C032E5435035EE3D40
18306829,1184,103273056,Entire home/apt,,New Orleans,,ST. THOMAS AREA - LOWER GARDEN DISTRICT,0,0.0,13,6.0,,1625.0,,2017-05-04 23:59:21.955888,29.934123,-90.078644,0101000020E6100000B401D880088556C0007157AF22EF3D40
15719712,1184,1118933,Entire home/apt,,New Orleans,,MARIGNY,0,0.0,6,3.0,,1850.0,,2017-05-04 23:59:21.952590,29.96373,-90.052574,0101000020E6100000ADA7565F5D8356C0912C6002B7F63D40
17012680,1184,107777209,Entire home/apt,,New Orleans,,VIEUX CARRE,0,0.0,8,3.0,,2700.0,,2017-05-04 23:59:21.950164,29.964584,-90.063573,0101000020E610000027FA7C94118456C0AF3E1EFAEEF63D40
7821044,1184,41177097,Entire home/apt,,New Orleans,,SEVENTH WARD,33,5.0,16,6.0,,1900.0,,2017-05-04 23:59:21.947738,29.976793,-90.075637,0101000020E61000008657923CD78456C034F6251B0FFA3D40
