room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4356867,1741519,Shared room,,SEVENTH WARD,61,4.5,2,1.0,49.0,,29.969758,-90.059905,2017-03-12 11:58:31.662076
5812108,28380700,Shared room,,MARLYVILLE - FONTAINBLEAU,3,4.5,8,1.0,350.0,,29.954386,-90.12157,2017-03-12 11:58:29.420459
775488,4090580,Shared room,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,350.0,,29.950749,-90.069098,2017-03-12 11:58:29.417353
7064979,37043946,Shared room,,MARLYVILLE - FONTAINBLEAU,0,0.0,6,1.0,300.0,,29.956212,-90.107717,2017-03-12 11:58:28.375893
17475855,44437789,Shared room,,HOLY CROSS,0,0.0,8,1.0,250.0,,29.95942,-90.024909,2017-03-12 11:58:28.373118
1613596,6651876,Shared room,,FAIRGROUNDS - BROAD,33,4.5,4,1.0,152.0,,29.980351,-90.077309,2017-03-12 11:58:27.188314
15270607,94490146,Shared room,,WEST LAKE FOREST,0,0.0,1,1.0,169.0,,30.03014,-89.982931,2017-03-12 11:58:27.185989
11362830,9610215,Shared room,,BYWATER,1,0.0,1,1.0,150.0,,29.963268,-90.045974,2017-03-12 11:58:27.182826
9339626,6274704,Shared room,,MARIGNY,0,0.0,2,1.0,125.0,,29.967641,-90.057961,2017-03-12 11:58:25.866851
12433139,67256317,Shared room,,MILAN,3,5.0,4,1.0,100.0,,29.929742,-90.097375,2017-03-12 11:58:25.141350
2221682,45190380,Shared room,,BAYOU ST. JOHN,2,0.0,3,1.0,104.0,,29.976304,-90.084945,2017-03-12 11:58:25.136451
2455279,12193117,Shared room,,BYWATER,12,4.5,4,1.0,99.0,,29.964777,-90.029668,2017-03-12 11:58:23.766147
5275448,1373407,Shared room,,DESIRE AREA,23,4.5,2,1.0,100.0,,29.993544,-90.03062,2017-03-12 11:58:23.763036
5297454,5656266,Shared room,,MID-CITY,1,0.0,1,1.0,85.0,,29.978569,-90.104169,2017-03-12 11:58:23.760623
10439649,8075753,Shared room,,SEVENTH WARD,1,0.0,3,1.0,80.0,,29.969572,-90.065022,2017-03-12 11:58:22.657004
12435133,7332249,Shared room,,MID-CITY,3,4.0,6,1.0,75.0,,29.970004,-90.092226,2017-03-12 11:58:22.651656
17610712,119713796,Shared room,,GERT TOWN - ZION CITY,0,0.0,4,1.0,64.0,,29.957934,-90.101262,2017-03-12 11:58:22.649429
16966361,21506516,Shared room,,CITY PARK,0,0.0,2,1.0,68.0,,29.982302,-90.102318,2017-03-12 11:58:22.643989
16213667,88636688,Shared room,,EDGELAKE - LITTLE WOODS,3,4.5,2,1.0,62.0,,30.049438,-89.95924,2017-03-12 11:58:22.641915
7934874,27443837,Shared room,,MID-CITY,0,0.0,2,1.0,75.0,,29.970975,-90.103205,2017-03-12 11:58:22.638912
3475835,682103,Shared room,,SIXTH WARD - TREME - LAFITTE,20,4.5,2,1.0,50.0,,29.971713,-90.076828,2017-03-12 11:58:21.342287
10998550,57072076,Shared room,,FILLMORE,5,5.0,2,1.0,60.0,,30.019271,-90.080052,2017-03-12 11:58:21.338950
17257091,44797955,Shared room,,TOURO,3,4.5,2,1.0,42.0,,29.926346,-90.099363,2017-03-12 11:58:20.213486
4242456,16929348,Shared room,,LEONIDAS - WEST CARROLLTON,83,5.0,1,1.0,45.0,,29.952727,-90.130032,2017-03-12 11:58:20.210726
15570220,100294657,Shared room,,BAYOU ST. JOHN,5,3.5,2,1.0,48.0,,29.975293,-90.086634,2017-03-12 11:58:20.206823
15391518,24269886,Shared room,,MILAN,1,0.0,3,1.0,60.0,,29.933402,-90.100494,2017-03-12 11:58:20.204566
17466000,81140932,Shared room,,WEST RIVERSIDE,0,0.0,1,1.0,49.0,,29.916453,-90.119417,2017-03-12 11:58:20.202290
9232747,47269292,Shared room,,TOURO,11,5.0,2,1.0,55.0,,29.924779,-90.099988,2017-03-12 11:58:20.200237
8798445,23788777,Shared room,,SIXTH WARD - TREME - LAFITTE,48,5.0,2,1.0,47.0,,29.970664,-90.070605,2017-03-12 11:58:20.197732
13018613,8369533,Shared room,,WEST RIVERSIDE,2,0.0,1,1.0,45.0,,29.91942,-90.102734,2017-03-12 11:58:20.195012
17013995,69887186,Shared room,,TULANE - GRAVIER,2,0.0,2,1.0,48.0,,29.962594,-90.080428,2017-03-12 11:58:20.192550
17626250,37267876,Shared room,,MARIGNY,0,0.0,4,1.0,46.0,,29.964337,-90.058823,2017-03-12 11:58:20.190274
15998819,4521536,Shared room,,ST. THOMAS AREA - LOWER GARDEN DISTRICT,11,5.0,1,1.0,55.0,,29.942428,-90.067865,2017-03-12 11:58:20.186907
16082963,25962008,Shared room,,TULANE - GRAVIER,9,4.5,2,1.0,50.0,,29.966285,-90.084602,2017-03-12 11:58:20.184643
5903135,3762550,Shared room,,MARIGNY,30,4.5,2,1.0,45.0,,29.966954,-90.052056,2017-03-12 11:58:20.181963
16533034,14902900,Shared room,,SEVENTH WARD,3,4.0,2,1.0,55.0,,29.970506,-90.061641,2017-03-12 11:58:20.179266
13140693,69887186,Shared room,,TULANE - GRAVIER,53,4.5,3,1.0,50.0,,29.962542,-90.079158,2017-03-12 11:58:20.176539
17343039,88636688,Shared room,,EDGELAKE - LITTLE WOODS,1,0.0,2,1.0,45.0,,30.049264,-89.960874,2017-03-12 11:58:20.170555
