room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4356867,1741519,Shared room,,SEVENTH WARD,59,4.5,2,1.0,49.0,,29.969758,-90.059905,2017-01-14 00:16:01.578338
13018911,24269886,Shared room,,LEONIDAS - WEST CARROLLTON,3,5.0,4,1.0,45.0,,29.959405,-90.123225,2017-01-14 00:16:01.573641
5812108,28380700,Shared room,,MARLYVILLE - FONTAINBLEAU,3,4.5,8,1.0,350.0,,29.954386,-90.12157,2017-01-14 00:16:00.063720
775488,4090580,Shared room,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,350.0,,29.950749,-90.069098,2017-01-14 00:16:00.059210
13898808,82363637,Shared room,,READ BLVD WEST,0,0.0,8,1.0,500.0,,30.022445,-89.96948,2017-01-14 00:16:00.056425
7064979,37043946,Shared room,,MARLYVILLE - FONTAINBLEAU,0,0.0,6,1.0,300.0,,29.956212,-90.107717,2017-01-14 00:15:58.788350
10022135,43931517,Shared room,,LAKEWOOD-WEST END,0,0.0,4,1.0,200.0,,30.010751,-90.117428,2017-01-14 00:15:57.704974
1613596,6651876,Shared room,,FAIRGROUNDS - BROAD,32,4.5,4,1.0,152.0,,29.980351,-90.077309,2017-01-14 00:15:56.395977
15253820,94840889,Shared room,,ST.  ANTHONY,1,0.0,1,1.0,171.0,,30.021843,-90.064124,2017-01-14 00:15:56.390852
15270607,94490146,Shared room,,WEST LAKE FOREST,0,0.0,1,1.0,169.0,,30.03014,-89.982931,2017-01-14 00:15:56.388677
11362830,9610215,Shared room,,BYWATER,1,0.0,1,1.0,150.0,,29.963268,-90.045974,2017-01-14 00:15:56.383663
9339626,6274704,Shared room,,MARIGNY,0,0.0,2,1.0,125.0,,29.967641,-90.057961,2017-01-14 00:15:55.155716
12433139,67256317,Shared room,,MILAN,3,5.0,4,1.0,100.0,,29.929742,-90.097375,2017-01-14 00:15:54.088402
10439649,8075753,Shared room,,SEVENTH WARD,1,0.0,3,1.0,80.0,,29.969572,-90.065022,2017-01-14 00:15:52.779580
2455279,12193117,Shared room,,BYWATER,10,4.5,4,1.0,99.0,,29.964777,-90.029668,2017-01-14 00:15:52.774730
16521019,65665251,Shared room,,SIXTH WARD - TREME - LAFITTE,0,0.0,1,1.0,100.0,,29.963543,-90.074838,2017-01-14 00:15:52.771884
8553890,45026834,Shared room,,FRERET,4,5.0,1,1.0,80.0,,29.934519,-90.109562,2017-01-14 00:15:51.519012
12435133,7332249,Shared room,,MID-CITY,3,4.0,6,1.0,75.0,,29.970004,-90.092226,2017-01-14 00:15:51.516745
7934874,27443837,Shared room,,MID-CITY,0,0.0,2,1.0,75.0,,29.970975,-90.103205,2017-01-14 00:15:51.514520
6725655,35218811,Shared room,,FRERET,47,4.5,1,1.0,60.0,,29.93531,-90.108489,2017-01-14 00:15:51.511683
16194273,105759156,Shared room,,UPTOWN,0,0.0,2,1.0,40.0,,29.922259,-90.107381,2017-01-14 00:15:50.297360
13018613,8369533,Shared room,,WEST RIVERSIDE,2,0.0,1,1.0,45.0,,29.91942,-90.102734,2017-01-14 00:15:50.292644
3475835,682103,Shared room,,SIXTH WARD - TREME - LAFITTE,20,4.5,2,1.0,50.0,,29.971713,-90.076828,2017-01-14 00:15:50.289339
10998550,57072076,Shared room,,FILLMORE,3,5.0,2,1.0,50.0,,30.019271,-90.080052,2017-01-14 00:15:50.282816
908814,4871864,Shared room,,MARIGNY,253,4.5,2,1.0,42.0,,29.968667,-90.053949,2017-01-14 00:15:50.277485
9232747,47269292,Shared room,,TOURO,11,5.0,2,1.0,55.0,,29.924779,-90.099988,2017-01-14 00:15:50.274978
15001919,84099132,Shared room,,CITY PARK,1,0.0,2,1.0,55.0,,29.981489,-90.092696,2017-01-14 00:15:50.272299
16533034,14902900,Shared room,,SEVENTH WARD,1,0.0,2,1.0,55.0,,29.970506,-90.061641,2017-01-14 00:15:50.270119
14023631,35661276,Shared room,,MARIGNY,7,5.0,2,1.0,40.0,,29.963297,-90.057413,2017-01-14 00:15:50.267757
15570220,100294657,Shared room,,BAYOU ST. JOHN,2,0.0,2,1.0,48.0,,29.975293,-90.086634,2017-01-14 00:15:50.265624
8798445,23788777,Shared room,,SIXTH WARD - TREME - LAFITTE,40,5.0,2,1.0,47.0,,29.970664,-90.070605,2017-01-14 00:15:50.262793
16664601,42146488,Shared room,,CENTRAL CITY - MAGNOLIA,0,0.0,2,1.0,59.0,,29.941841,-90.078749,2017-01-14 00:15:50.260348
5903135,3762550,Shared room,,MARIGNY,23,4.5,2,1.0,45.0,,29.966954,-90.052056,2017-01-14 00:15:50.254149
15998819,4521536,Shared room,,ST. THOMAS AREA - LOWER GARDEN DISTRICT,8,5.0,1,1.0,55.0,,29.942428,-90.067865,2017-01-14 00:15:50.251664
13140693,69887186,Shared room,,TULANE - GRAVIER,42,4.5,3,1.0,50.0,,29.962542,-90.079158,2017-01-14 00:15:50.247577
14627112,42690011,Shared room,,AURORA - WALNUT BEND - HUNTLEE,0,0.0,1,1.0,23.0,,29.921529,-90.010623,2017-01-14 00:15:48.802248
8568737,45004721,Shared room,,BROADMOOR,18,5.0,1,1.0,25.0,,29.946836,-90.10752,2017-01-14 00:15:48.799928
16516468,94678772,Shared room,,SEVENTH WARD,2,0.0,2,1.0,19.0,,29.972863,-90.063734,2017-01-14 00:15:48.797957
9393682,45004721,Shared room,,BROADMOOR,10,4.5,1,1.0,25.0,,29.94549,-90.107736,2017-01-14 00:15:48.795796
10999961,57072076,Shared room,,FILLMORE,4,5.0,2,1.0,40.0,,30.019023,-90.079866,2017-01-14 00:15:48.792944
16533875,94678772,Shared room,,SEVENTH WARD,1,0.0,2,1.0,19.0,,29.971731,-90.065476,2017-01-14 00:15:48.790210
10407703,31104238,Shared room,,EAST CARROLLTON,29,5.0,2,1.0,33.0,,29.945595,-90.123774,2017-01-14 00:15:48.787955
15131062,92999059,Shared room,,CENTRAL CITY - MAGNOLIA,5,4.0,2,1.0,29.0,,29.94177,-90.091824,2017-01-14 00:15:48.785622
16477221,19743769,Shared room,,ST. ROCH,1,0.0,1,1.0,15.0,,29.980582,-90.052069,2017-01-14 00:15:48.783225
