room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
18932039,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.083251,29.952939,-90.071824,0101000020E610000059C4B0C3988456C03C1570CFF3F33D40
18931832,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.081041,29.953324,-90.070801,0101000020E61000008BE1EA00888456C0ED7DAA0A0DF43D40
18944315,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.076706,29.95165,-90.071001,0101000020E6100000EE3EC7478B8456C0083D9B559FF33D40
18931896,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.074476,29.953458,-90.070192,0101000020E6100000371C96067E8456C00D1CD0D215F43D40
18944478,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.071993,29.95327,-90.071634,0101000020E610000007D2C5A6958456C00742B28009F43D40
18931504,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.069592,29.952233,-90.070546,0101000020E610000045B75ED3838456C0062CB98AC5F33D40
18931776,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.065090,29.951689,-90.072142,0101000020E6100000C1AA7AF99D8456C083F6EAE3A1F33D40
18931979,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.062809,29.952883,-90.070734,0101000020E6100000C72DE6E7868456C014EAE923F0F33D40
18932148,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.060538,29.953369,-90.071905,0101000020E6100000CFDA6D179A8456C02D05A4FD0FF43D40
18932195,1306,4962900,Entire home/apt,,New Orleans,,CENTRAL BUSINESS DISTRICT,0,0.0,4,1.0,,999.0,,2017-06-21 04:14:21.055628,29.952344,-90.070493,0101000020E6100000346612F5828456C0B58AFED0CCF33D40
