id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5153186,Yoga Studio Included in this Stay!,6638596,John & Mary,District 1,36.221634926194625,-86.86605934578066,Private room,54,2,8,2015-07-06,2.05,1,352
215128,Solar cabin near    Nashville tn.,687401,Roman,District 1,36.34283515509436,-86.89731011642516,Entire home/apt,350,6,0,,,1,365
4508807,6 Bedroom Urban Oasis !,1554315,Stephanie,District 1,36.209574374556574,-86.83554654171903,Entire home/apt,510,3,2,2015-03-11,0.32,9,310
2480117,Roomy Teal Room,3155867,Koya,District 1,36.21754657608416,-86.84397105963757,Private room,45,2,47,2015-07-06,3.10,2,361
997187,Private room in Nashville,5479170,Jude,District 1,36.22100925619668,-86.87393529507774,Private room,150,1,4,2015-04-30,0.16,1,313
5795487,Luxurious Cozy Guesthouse Retreat,30066816,Jennifer,District 1,36.2740376611381,-86.91007695351229,Entire home/apt,125,3,6,2015-05-28,2.69,1,292
6745188,Farm Retreat with Pool,35317065,Chad,District 1,36.21531513515783,-86.87001995910289,Entire home/apt,290,3,0,,,1,362
5758483,Charming Farmhouse 15min to Dwntown,15341702,Chantelle,District 1,36.2180654888403,-86.87503363802325,Entire home/apt,108,2,0,,,2,354
3010518,2 Story Farmhouse 15 mins to city,15341702,Chantelle,District 1,36.20742624013712,-86.88061310471804,Entire home/apt,202,2,20,2015-05-17,1.46,2,352
3760692,Love Nashville? Paradise Ridge ,14171282,Susan And Fred,District 1,36.28627981671294,-86.89657705742579,Entire home/apt,85,1,27,2015-06-24,2.58,1,345
1074050,The Dream Big Room,3155867,Koya,District 1,36.217328466691484,-86.84545380606562,Private room,45,2,28,2015-06-28,1.53,2,348
5839022,Country home in Nashville,803190,Judy,District 1,36.28197519200436,-86.94884170028588,Entire home/apt,290,1,0,,,1,357
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,District 6,36.17717844723675,-86.74109483810088,Entire home/apt,120,2,91,2015-07-02,6.66,2,307
5919610,Gorgeous cottage in East Nash!,3024412,Clare,District 6,36.189898712602485,-86.73912165705539,Entire home/apt,220,2,5,2015-05-26,2.14,1,322
2762501,Cute 1920s Victorian House,14128828,Helena,District 6,36.17421672462151,-86.74305448092508,Entire home/apt,150,2,1,2015-04-27,0.43,1,28
5613845,Brand New East Nashville Getaway,9760068,Jeffrey,District 6,36.18765427227425,-86.7341570811975,Entire home/apt,320,2,6,2015-06-28,2.17,2,362
3811909,Modern Cottage East Nashville,11543228,Jess,District 6,36.182351639023906,-86.72675559070686,Entire home/apt,120,2,36,2015-06-27,3.43,1,354
3275310,Nashville Hot Spot ,6233192,Michelle,District 6,36.17941575930143,-86.73079611600677,Entire home/apt,350,3,7,2015-05-18,0.66,2,312
3800796,"Modern, posh studio loft",2267873,Michael,District 6,36.185397464842985,-86.74459386462254,Entire home/apt,85,1,15,2015-06-23,1.57,2,290
6447118,Beautiful East Nashville Victorian,26218571,Jared,District 6,36.189403268806146,-86.74076677270165,Entire home/apt,352,1,0,,,1,33
6435325,East Nashville Carriage House,32956341,Shawn,District 6,36.17216509953817,-86.73811352012298,Entire home/apt,110,2,3,2015-06-29,3,1,332
4862580,Spacious Victorian - East Nashville,16680983,Jason,District 6,36.17028785541251,-86.75435512085161,Entire home/apt,350,2,11,2015-06-29,2.64,1,141
6424334,8 minutes from downtown Nashville,19031613,Susannah,District 6,36.18046671222072,-86.7129165695461,Private room,105,1,0,,,1,365
5913218,private room in E. Nashville ranch,4367008,Michaela,District 6,36.18700145334164,-86.71571054054306,Private room,50,1,4,2015-05-16,1.88,2,295
5401511,NEW! 2 bdrm House East Nashville,16506117,Kathryn,District 6,36.181055495298594,-86.74305834865451,Entire home/apt,130,2,3,2015-06-28,1.27,2,311
5926847,East Nashville Stadium Downtown,9339722,Stacia,District 6,36.17132630875406,-86.75321199277231,Entire home/apt,140,2,8,2015-06-23,5.00,1,316
6965489,Victorian style home East Nashville,25854852,Amy,District 6,36.189019996681786,-86.74502855893863,Entire home/apt,200,3,0,,,2,16
3808133,Harmony House- Cute Cozy PERMITTED,19569278,"Tim, Jill And Billy",District 6,36.167591504471474,-86.73986511063194,Entire home/apt,160,2,33,2015-06-21,3.22,3,322
5411115,Charming Tudor in East Nashville,20036880,Curtis,District 6,36.188873004699815,-86.72764426279831,Private room,50,1,22,2015-06-28,5.12,1,37
5957622,Victorian room in East Nashville,25854852,Amy,District 6,36.19094515910366,-86.74446855606472,Private room,75,1,9,2015-06-20,3.18,2,327
6060351,NEW! 1 bdrm house East Nashville,16506117,Kathryn,District 6,36.17985305311776,-86.74398443157234,Entire home/apt,120,2,12,2015-07-02,6.00,2,313
4891155,East Nashville Cottage,21519587,Stephanie,District 6,36.16386132931709,-86.75152430885743,Private room,125,1,0,,,1,186
6492678,Cottage In The City,9551442,Debra,District 6,36.175139884743274,-86.73787397082289,Entire home/apt,200,2,2,2015-06-15,2,3,31
2289868,Walk to 5 Points Restaurants/Bars! ,11696847,David And Cindy,District 6,36.17513176010188,-86.73803030663362,Private room,110,1,129,2015-06-28,8.18,1,342
4917247,Entire Cozy Cottage/5 Points/E Nash,18167773,Emily,District 6,36.177766435902576,-86.74038555883466,Entire home/apt,110,1,45,2015-07-02,7.67,1,250
5889813,Modern & Comfy in Hip Neighborhood,30587157,Keith,District 6,36.174610765647905,-86.75416795269535,Entire home/apt,150,2,3,2015-06-14,1.17,1,66
3344636,Tiny House In East Nashville,11006332,Ryan And Christen,District 6,36.16900698881527,-86.7375843530466,Entire home/apt,88,1,36,2015-04-15,2.98,3,185
3344930,Spacious Condo off Broadway!,16831211,Chris,District 6,36.16730034478106,-86.77432706998344,Entire home/apt,250,1,76,2015-06-26,6.02,2,303
3888083,Spacious Room w/half bath East Nash,13136766,Katie And Kat,District 6,36.18746076556734,-86.72514402690032,Private room,60,1,22,2015-06-14,2.26,2,323
3890033,Condo Near Downtown Nashville,16436708,Brian,District 6,36.17273860461674,-86.76559180111687,Entire home/apt,170,1,0,,,1,298
6414944,"Beautiful House, Fantastic Location",5879838,Your East Nashville Cottage Connection,District 6,36.17027691836858,-86.7564850301151,Entire home/apt,449,1,3,2015-06-22,3,3,351
4474214,Perfect 2br East Nashville Cottage ,15586733,Neal,District 6,36.186262532590185,-86.72628441917509,Entire home/apt,130,2,10,2015-06-17,1.60,6,63
1278810,East Nashville Log House,6958319,Lanier,District 6,36.18626415874103,-86.73251442767749,Entire home/apt,598,2,13,2015-04-08,0.57,1,333
5480793,Cozy Lockeland Springs Private Loft,28422447,Greg,District 6,36.17282720905257,-86.73810166729307,Entire home/apt,110,2,22,2015-07-01,5.79,1,355
4861360,Little Hollywood Gem East Nashville,25006117,Stephanie,District 6,36.178079299432014,-86.73524207122385,Entire home/apt,245,2,6,2015-05-25,1.29,1,358
6542516,Guest House in Historic 5 Points!,34210411,Kelly,District 6,36.17676631382189,-86.74727175200456,Entire home/apt,125,2,4,2015-06-27,4,1,330
4445765,New TinyHouse in hip East Nashville,3136613,Matthew & Harmoni,District 6,36.18099509311176,-86.74113076151895,Entire home/apt,95,2,30,2015-07-03,4.09,1,276
1300996,Entire Loft Apt @  5Points/Downtown,7073590,Brigitte,District 6,36.16959946402486,-86.72509801611021,Entire home/apt,119,1,95,2015-06-17,3.95,2,295
4491931,East Nashville Craftsman Home,23301240,Andy,District 6,36.17613927070361,-86.74305542593703,Entire home/apt,139,1,5,2015-07-05,3.95,1,282
2875854,Charming East Nashville Treehouse!,14700095,Elizabeth,District 6,36.185267482414915,-86.72707613019423,Entire home/apt,102,2,9,2015-06-29,0.63,1,47
1830458,60's Camper and Backyard Bathhouse,7040278,J.Wes,District 6,36.18004082097084,-86.74807392615061,Entire home/apt,110,1,221,2015-06-29,10.75,2,266
1370250,Warm Inviting East Nashville Home,1994683,Martine,District 6,36.1794991073766,-86.7407669359785,Entire home/apt,450,3,0,,,1,301
4500371,Walk to dinner in East Nashville,125023,Jenny,District 6,36.18238335139842,-86.72999249250914,Private room,60,1,15,2015-06-19,3.54,2,77
395889,5 min. from downtown+Private Bathrm,1547584,Kurt,District 6,36.164718272367345,-86.75010072740417,Private room,75,1,63,2015-06-28,1.68,1,339
5640122,1621 Eastside Ave,29229368,Brandon,District 6,36.1675149415863,-86.7419654565922,Entire home/apt,165,1,6,2015-06-08,1.76,1,92
6164790,"Short walk to Five Points, Downtown",31982109,Colleen,District 6,36.1702384725117,-86.73796986265364,Entire home/apt,120,1,1,2015-05-25,0.67,1,308
5532667,Nashville Cottage at 5 Points,26060758,Tara,District 6,36.17926643320269,-86.7486247987262,Entire home/apt,110,3,15,2015-06-28,3.72,2,92
5761405,King Master Suite in East Nashville,5178185,Joel,District 6,36.17063615633365,-86.7466790435514,Private room,249,1,2,2015-04-27,0.74,3,365
6193527,La Casa - Victorian Home,31139913,Laura & Jason,District 6,36.17393090368338,-86.74079503335149,Entire home/apt,350,3,0,,,3,323
3532231,Modern Victorian in East Nashville,17781767,Chase,District 6,36.1744838507644,-86.74834632082526,Entire home/apt,225,3,10,2015-07-06,1.74,1,355
6254999,Victorian Home & Guest House,31139913,Laura & Jason,District 6,36.17526594807616,-86.74133210001142,Entire home/apt,475,3,3,2015-07-02,3,3,317
4039906,Private room in East Nashville,20945939,Scott And Taylor,District 6,36.173824860542275,-86.74704349991387,Private room,94,1,26,2015-07-04,3.01,1,357
1214242,East Nashville Cottage,6628496,Katie,District 6,36.16731141211922,-86.76759859789853,Entire home/apt,220,2,28,2015-06-16,1.11,1,5
5933237,Charming renovated bungalow,14083317,Merrilyn,District 6,36.18803174371443,-86.7407749260183,Entire home/apt,175,2,14,2015-07-06,4.72,2,311
6227228,East Nashville 2 BR near downtown!,6427723,Bryan And Alison,District 6,36.16333041696785,-86.75232890298324,Entire home/apt,135,2,3,2015-06-30,3,1,296
4000020,East Nashville Trendy Flat,17845720,Robert,District 6,36.17695242916788,-86.74205051005886,Entire home/apt,464,3,7,2015-06-07,0.71,2,328
6715906,Modern Loft MINUTES to Shelby Park!,27639620,StayLocalNashville,District 6,36.16906376068996,-86.73586044624652,Entire home/apt,100,1,1,2015-06-29,1,14,353
5397498,Spacious E Nashville 2nd Fl Suite,27981303,Yvonne,District 6,36.181770270076115,-86.74029288522289,Private room,99,2,13,2015-06-28,3.31,1,255
3039600,BIG Comfy & Private 2nd Floor Suite,9079416,Elizabeth And Stephen,District 6,36.17439166066657,-86.73735486510664,Private room,125,2,0,,,2,336
4120993,Comfy Couch,21378250,Andrew,District 6,36.1744654904569,-86.75483477581871,Shared room,60,1,9,2015-04-20,0.92,1,306
6730555,AFFORDABLE ROOM 3 MIN FROM DOWNTOWN,17246156,Matthew And Sherne,District 6,36.16846968482546,-86.75904908115393,Private room,59,2,6,2015-07-06,6,2,104
1722329,Comfy & Private 2nd Floor Suite,9079416,Elizabeth And Stephen,District 6,36.17317613448856,-86.7394806813885,Private room,95,2,102,2015-07-03,4.89,2,337
4066758,Private Room By Trendy Five Points,1865717,Adam,District 6,36.16816832526088,-86.74889405654174,Private room,59,2,17,2015-06-25,1.75,2,27
5957415,East Nash Oasis w/ Privacy!!!,23678725,Wade,District 6,36.16816028254975,-86.75835142592126,Private room,110,2,11,2015-06-20,3.84,1,37
3951344,Cool first floor in East Nashville!,15519793,Shelean & Barry,District 6,36.179578415191735,-86.73646222289298,Private room,125,1,44,2015-07-05,4.68,1,334
6410206,East Nashville Victorian Suite,32216316,Jim,District 6,36.178955165187894,-86.7410642720087,Private room,65,1,6,2015-06-28,4.29,1,352
2503014,East Nashville PRIVATE Bedroom/Bath,12811012,Hannah,District 6,36.17002044630899,-86.75647912348376,Private room,90,1,121,2015-07-01,8.03,1,24
3010960,Private Suite in Hip East Nashville,15343975,Keriann,District 6,36.17038080125505,-86.7349288214223,Private room,150,1,43,2015-07-05,3.40,1,356
2473234,Room at Eastland,12649085,Valerie,District 6,36.18218209923758,-86.72600183941861,Private room,70,2,6,2015-06-30,0.38,1,285
6461305,Walk to East Nashville's Best,4962747,Karyn And Paulo,District 6,36.18214928882786,-86.74009342670138,Private room,59,1,6,2015-06-24,4.19,1,69
6703711,Historic East Nashville.,9046312,Tracy,District 6,36.177443662896614,-86.74241682355893,Private room,95,1,6,2015-06-29,6,1,332
4662164,Luxury Suite 1 in East Nashville,23572739,Matt And Trinity,District 6,36.1894269693882,-86.74292917733064,Private room,50,1,49,2015-07-02,7.07,3,253
6347206,Historic Five Points East Nashville,33060787,Craig,District 6,36.17422221080108,-86.7502315647044,Private room,95,1,9,2015-06-29,5.74,1,354
4662100,Luxury Suite 2 in East Nashville,23572739,Matt And Trinity,District 6,36.18943887766841,-86.74296373436351,Private room,50,1,58,2015-07-04,7.70,3,221
3812563,Room + bath in welcoming East Nash,19601173,Katie And Tony,District 6,36.17403181532321,-86.74395960657908,Private room,80,2,19,2015-06-15,1.74,1,182
4658980,Master Suite in East Nashville,23572739,Matt And Trinity,District 6,36.18954687631973,-86.74149384222329,Private room,60,1,51,2015-07-05,7.25,3,239
1186837,"""Disgraceland"" in East Nashville",6489938,Patton And Tracy,District 6,36.185458131757116,-86.70798310045899,Entire home/apt,150,2,20,2015-06-17,0.83,1,348
5704408,Cozy duplex in East Nashville ,15831670,Liz,District 6,36.18523292641822,-86.71311655064025,Entire home/apt,112,1,8,2015-06-22,2.47,1,10
6234235,E. Nash - quiet and close to fun!,1500555,Tiffany,District 6,36.18062421510814,-86.71295429137629,Entire home/apt,135,3,2,2015-07-05,1.00,1,154
6729170,CMA Fest - minutes from downtown,35238307,Jonathan,District 6,36.17401387115411,-86.73416583255234,Entire home/apt,200,1,0,,,1,6
6729416,PRIVATE ROOM 3 MINUTES TO DOWNTOWN,17246156,Matthew And Sherne,District 6,36.169668257977065,-86.75894278244459,Private room,55,2,7,2015-07-07,7,2,127
3061336,East Nashville Private Room,13136766,Katie And Kat,District 6,36.18818000496617,-86.72542528089862,Private room,50,2,72,2015-06-30,5.23,2,351
6207250,Beautiful East Nashville Home,13106852,Roland And Shane,District 6,36.18541799598859,-86.74477137529918,Entire home/apt,195,3,0,,,3,326
6638234,Apt. in East Nashville/Downtown,34744252,Hannah,District 6,36.16830444888535,-86.76435748257185,Entire home/apt,120,1,4,2015-07-09,4,1,0
5682177,1BR Modern Condo - Garage Parking,29415555,Jordan,District 6,36.17133115851793,-86.76354400266743,Entire home/apt,150,2,13,2015-07-06,3.82,1,346
5469171,Luxury Boho-Chic Downtown/East Nash,26431016,Andrea,District 6,36.16751487846112,-86.75966413878794,Entire home/apt,400,3,14,2015-06-29,3.96,1,112
3590012,Craftsman Bungalow - East Nashville,5040857,Alice,District 6,36.19137769620687,-86.73777426150498,Entire home/apt,164,2,4,2015-06-15,0.38,2,299
5631863,Home Sweet Home,27691425,Kate,District 6,36.174904603886596,-86.75459413779883,Private room,60,1,16,2015-06-16,4.40,1,55
6213361,Hip East Nashville Cottage,21614026,Molly,District 6,36.18683492023111,-86.717660884562,Private room,65,1,1,2015-05-03,0.43,1,361
1428018,Our Urban Oasis,7679962,Cathryne & David,District 6,36.175426790719264,-86.71908859086484,Private room,115,2,75,2015-06-14,3.26,2,163
4768310,Cozy 1920's Home - Traveler's Rest,6548754,Josh (And Jessica),District 6,36.16753523181438,-86.73888721533197,Private room,52,1,34,2015-06-27,8.36,1,200
2372334,Charismatic room in East Nashville,1567001,Amy,District 6,36.17904359571585,-86.74500333728939,Private room,70,1,7,2015-06-22,0.44,5,309
6447506,CMA Fest home 10 Min walk Downtown!,26701461,Charlie,District 6,36.170340509572156,-86.75815468684216,Private room,100,1,1,2015-06-16,1,1,338
3426121,Historic East Nashville Room,3262558,Alexis & Britt,District 6,36.17802710467758,-86.74756074625795,Private room,95,1,20,2015-05-17,1.60,2,347
3905148,Private Entry/Construction Discount,19204818,"Tom And Wife, Mary",District 6,36.17377306244559,-86.74144546736672,Private room,95,1,61,2015-06-29,5.94,1,331
371066,Historic East Nashville,1869331,Ron,District 6,36.18461673402038,-86.73794821662894,Private room,88,2,78,2015-06-29,4.94,1,337
6702496,"Private King Room, East Nashville",35083422,Mitchell,District 6,36.171109543051124,-86.7483376983691,Private room,100,1,3,2015-06-29,3,2,365
2863861,In the heart of East Nashville!,3568362,Susanne,District 6,36.17415025792184,-86.75000400355881,Private room,70,1,35,2015-06-29,2.51,2,308
3342831,Library/Bedroom in East Nashville,15649721,Wendy,District 6,36.180551020382175,-86.74479654336675,Private room,65,1,45,2015-05-26,3.70,2,117
637425,French Flair #3 : The Art bedroom,2427763,Dody &Rodney,District 6,36.19185302575237,-86.74474822865686,Private room,79,1,52,2015-06-16,1.49,3,339
1945109,East Nash Room - Walk 2 Coffeeshops,10060941,Ashlee-Jean And Joe,District 6,36.18083584652041,-86.73040841571134,Private room,65,2,44,2015-06-14,2.27,2,361
6433519,Cozy Private Room near downtown!,6660748,Tammy,District 6,36.16585329919826,-86.74687931587997,Private room,75,1,2,2015-06-14,1.30,1,36
2478131,Songbird Suite in East Nashville,2478371,Brynn,District 6,36.16546228322937,-86.75038152501544,Private room,85,1,84,2015-06-29,6.63,1,299
6478227,CMA fest home 10 min walk downtown!,33846806,Matthew,District 6,36.17039628248427,-86.7587061783092,Private room,110,1,0,,,1,365
5157473,"Songwriter Suite/East Nashville,TN",26525198,Frank,District 6,36.16935566145134,-86.75007444768946,Private room,99,1,0,,,1,279
5615172,Cozy Brand New East Nashville 3bd,9760068,Jeffrey,District 6,36.187210835758066,-86.73459718766412,Private room,120,1,0,,,2,365
1537921,Private East Nashville Cozy Cottage,113637,Craig & Cynthia,District 6,36.167939346986905,-86.73759203871388,Entire home/apt,125,2,58,2015-07-07,2.57,1,291
674159,East Nashville - Clean Quiet Suite,3422455,John,District 6,36.17176648961381,-86.73754579377902,Entire home/apt,125,2,97,2015-06-28,3.18,1,298
3468096,Private East Nashville 2bd/1b House,11705524,Yancey,District 6,36.19065659144212,-86.73696202617221,Entire home/apt,100,3,11,2014-12-01,0.90,1,2
3121821,Charming private apt. in hip area,14083317,Merrilyn,District 6,36.1877409709256,-86.74115460177842,Entire home/apt,95,1,132,2015-06-25,9.88,2,272
6675088,Adorable East Nashville Abode,23860501,Sarah,District 6,36.17022247207038,-86.74486905343514,Entire home/apt,85,1,5,2015-07-06,5,1,214
2870944,Private East Nashville Getaway ,11865937,Casey,District 6,36.17762148526059,-86.74126075704709,Entire home/apt,160,1,90,2015-06-21,6.63,1,328
3072642,Cozy 2BD In Trendy East Nashville,1865717,Adam,District 6,36.16744205469267,-86.74875581582675,Entire home/apt,95,2,10,2015-07-05,0.73,2,8
1909499,Cozy East Nashville Hideaway,9908879,Scott,District 6,36.17339779555179,-86.74661542702745,Entire home/apt,125,2,9,2015-06-16,0.45,1,187
6183290,"Walk to 5 Points, Famous East Nash",24953344,Trevor,District 6,36.174642604769666,-86.7405650236515,Entire home/apt,99,1,0,,,1,46
3688613,Spacious New East Nashville Loft,18770345,Kara,District 6,36.17914624813074,-86.74469064552588,Entire home/apt,99,1,69,2015-06-17,7.04,1,139
5706736,2BR/2BA Newly-renovated Victorian,4641823,Erica,District 6,36.17896010025965,-86.74563925450187,Entire home/apt,159,2,2,2015-05-11,0.87,16,328
3907104,"5 Points, East Nashville",3757452,Alan,District 6,36.17456780616108,-86.75116367991326,Entire home/apt,135,3,30,2015-06-18,2.99,1,47
6155908,3BR Stylish Cottage East Nashville,31148752,Bo,District 6,36.170909248420394,-86.7482974493997,Entire home/apt,209,2,0,,,6,313
1842910,Cottage in East Nashville 5 Points ,9629632,Kelly,District 6,36.18715527089794,-86.74339912999545,Entire home/apt,99,2,69,2015-06-25,3.74,2,79
6411813,"4BR hip East Nashville - 3,000sq ft",33441695,Ken,District 6,36.17433382362028,-86.73763896865624,Entire home/apt,252,2,1,2015-06-28,1,1,24
5497835,3BR in East Nashville on Greenway,11279036,Kelly And Aron,District 6,36.16798290843676,-86.72634866192517,Entire home/apt,199,2,1,2015-06-14,1,1,64
3350670,East Nashville Near Downtown,16576499,Amanda Johns,District 6,36.190509581316064,-86.72951265365016,Entire home/apt,175,2,10,2014-11-30,0.85,1,0
3637178,Loft Apt in Historic East Nashville,106103,Andra,District 6,36.17333337978811,-86.75346538906042,Entire home/apt,125,3,34,2015-07-01,3.04,1,33
5927765,"3BR Southern Style House, Nashville",4641823,Erica,District 6,36.1775589674131,-86.7490111011555,Entire home/apt,279,2,3,2015-06-25,1.02,16,314
2874811,East Nashville Convenience/Comfort,3751912,Chaney,District 6,36.16662057844309,-86.74860006010663,Entire home/apt,125,3,35,2015-07-05,2.68,1,147
4915977,Perfectly Located Midcentury Home,9245573,Lana,District 6,36.1703616679937,-86.7390963897046,Entire home/apt,145,2,21,2015-06-23,4.47,2,321
6398849,E Nashville Home 1 mi from CMA Fest,5693494,Grant,District 6,36.18646086265148,-86.74608329806127,Entire home/apt,525,2,0,,,1,7
6167281,Quiet East Nashville Ranch,4367008,Michaela,District 6,36.18763211281776,-86.71400180126864,Entire home/apt,175,1,3,2015-06-21,3,2,315
6283799,Convenient & Cozy East Nash Home,27280335,Lara,District 6,36.17935708671986,-86.7400922846619,Entire home/apt,800,4,0,,,1,41
3434125,Quiet East Nashville apartment,13224315,Emma & David,District 6,36.18018484149115,-86.71703507442308,Entire home/apt,115,2,35,2015-07-05,2.88,3,355
5880314,East Nash Peaceful Abode,6254287,Steph,District 6,36.18394085725068,-86.73240593960595,Entire home/apt,82,2,10,2015-06-19,3.90,1,345
4091189,Cool unique hip 5 Points E. Nash!!!,21219729,S. Lee,District 6,36.178313211227234,-86.74904490679752,Entire home/apt,375,2,20,2015-06-25,2.20,1,48
6289411,Beautiful East Nashville Home,32696760,Jon & Julia,District 6,36.162633317899235,-86.75113034336039,Entire home/apt,125,1,3,2015-06-29,3,1,268
6415797,1899 Foursquare,32163082,Javier & Nicole,District 6,36.17253309469493,-86.75734985085339,Entire home/apt,375,3,0,,,1,36
4355647,East Nashville cottage,17157398,Mandy,District 6,36.181098992302594,-86.74256967245033,Entire home/apt,150,1,4,2015-06-16,0.64,1,234
6488962,Beautiful 3 story home w/rooftop dk,33911661,Britnie,District 6,36.16698188103568,-86.74022966308353,Entire home/apt,2000,3,0,,,1,20
3578360,East Nashville & Easy Bike Downtown,11006332,Ryan And Christen,District 6,36.163691076086536,-86.74046269339681,Entire home/apt,149,1,23,2015-06-17,1.95,3,322
6272812,4BR Chic House,31148752,Bo,District 6,36.17691282340307,-86.74408275312001,Entire home/apt,279,2,0,,,6,322
5903999,Detached Garage Apt-Heart of E Nash,1567001,Amy,District 6,36.17943517029345,-86.74318084840976,Entire home/apt,135,1,2,2015-06-11,1.28,5,284
6661882,Luxury on Lakehurst II,21744759,Ryan,District 6,36.18179344155118,-86.736539430719,Entire home/apt,699,1,0,,,4,362
6543513,E. Nashville Victorian Gem ca 1894,16718948,Angela,District 6,36.1794488954462,-86.74837218858477,Entire home/apt,380,3,0,,,1,27
4387520,Cool East Nashville Cottage!,5137374,Amanda,District 6,36.17229713808406,-86.73499236187413,Entire home/apt,130,3,20,2015-06-30,2.37,1,357
5956085,The COOLonial in East Nashville,10644971,Leigh,District 6,36.178511084450044,-86.72482701432654,Entire home/apt,150,2,5,2015-06-16,2.14,1,61
840922,Cozy & Bright 1940s Cottage Home,3129376,Matthew & Harmoni,District 6,36.17932863059986,-86.73950574645883,Entire home/apt,195,2,24,2015-06-28,1.31,1,319
4178988,Private Cottage NASHVILLE,9551442,Debra,District 6,36.17503918715645,-86.73731182218222,Entire home/apt,129,1,67,2015-07-10,7.44,3,233
4502327,Spacious Home in East Nashville,125023,Jenny,District 6,36.181065742155276,-86.72964653743189,Entire home/apt,250,3,0,,,2,116
6544727,E. Nash Home Near Downtown - 8 beds,30995912,Jessica,District 6,36.17631303815349,-86.73237579018439,Entire home/apt,425,2,1,2015-06-26,1,1,328
5592767,"Cozy, 1 Bedroom Near CMA Fest",28997085,Lindsay,District 6,36.16948435685843,-86.74773300049132,Entire home/apt,200,1,0,,,1,97
4511965,Yellow Cottages of East Nashville,13221453,Christy,District 6,36.17109992313046,-86.7422737458436,Entire home/apt,200,3,3,2015-05-25,0.47,3,114
2931998,Prime E. Nash Bungalow Best Street,5151272,Carly,District 6,36.17477003972402,-86.73980930243845,Entire home/apt,275,3,7,2015-05-19,1.14,1,345
1840221,Adorable East Nashville Cottage,3749100,Kelli,District 6,36.188098815570505,-86.7391506104171,Entire home/apt,165,2,1,2014-06-24,0.08,1,5
3402096,2 Bdrm Cottage/5 Points/Lockeland,13199154,Elizabeth,District 6,36.17497752039098,-86.73343810318005,Entire home/apt,129,1,67,2015-07-02,7.13,1,278
3938837,E. Nashville/Shelby Pk. Swell Home ,18206932,Bryan & Steph,District 6,36.17274312693835,-86.72689696763244,Entire home/apt,152,2,4,2015-06-02,1.13,1,340
3303323,3 BR Bungalow- Walk to Coffee/Bars,3915941,Gracie & Steve,District 6,36.18006175289987,-86.74023742100577,Entire home/apt,215,3,20,2015-06-30,1.65,1,342
4423570,Custom Craftsman's House ,10715709,A Chris,District 6,36.17840516340573,-86.73580215608439,Entire home/apt,150,1,29,2015-06-22,3.52,1,314
5998119,La Casita - Private Guest House,31139913,Laura & Jason,District 6,36.174830639048295,-86.73984205636576,Entire home/apt,150,2,7,2015-06-28,3.33,3,335
4089727,Gorgeous East Nashville Home,21212348,K,District 6,36.181003287735315,-86.7462311305029,Entire home/apt,350,3,4,2015-06-25,0.43,3,335
3469522,Eastside Loft @ Downtown • 5 Points,260337,Andrew,District 6,36.17676548657122,-86.75674816913022,Entire home/apt,132,1,33,2015-07-08,9.61,1,279
5940105,"4BR Midcentury Home, Best Location!",24619458,Lauren & Kevin,District 6,36.17220038887985,-86.76057725725552,Entire home/apt,500,3,7,2015-06-29,4.38,2,321
5679322,Spacious House 2 miles to Downtown,25239789,Donna,District 6,36.16887998099746,-86.75118968118632,Entire home/apt,195,3,11,2015-06-30,3.30,3,307
6413922,1920s 3 BR Tudor CMA Fest Available,21172448,Shannon,District 6,36.16970414517249,-86.75331210003176,Entire home/apt,400,2,0,,,1,359
3076383,"3 Bedroom Stunner, East Nashville",1859339,Michael,District 6,36.167509412946536,-86.74156701045432,Entire home/apt,350,1,17,2015-06-29,1.34,1,301
4376746,Historic Home in East Nashville,942495,Allison,District 6,36.179548982954834,-86.7462145604179,Entire home/apt,450,2,15,2015-06-28,1.97,1,354
5685029,Stylish East Nashville Getaway,18115633,Nathan,District 6,36.17277274777118,-86.74586230169757,Entire home/apt,220,1,8,2015-07-03,2.73,4,296
2785357,"$5 Cab to Hot Spots, East Nashville",14248002,Stacie,District 6,36.170209974906406,-86.7465075192218,Entire home/apt,200,1,10,2015-04-26,0.72,1,365
5481942,** Stay Where The Musicians Live **,5178185,Joel,District 6,36.17216769296695,-86.7471015353195,Entire home/apt,1570,1,1,2015-06-08,1,3,331
5708396,Walk to Downtown and Five Points ,9603123,Samantha,District 6,36.16940747827356,-86.74431201653373,Entire home/apt,450,1,0,,,1,86
6091233,Spacious Flat near Five Points,1144058,Blake,District 6,36.1842249506171,-86.7472809957804,Private room,100,1,9,2015-06-28,5.74,1,341
3783554,Gorgeous E. Nash home w/character ,2267873,Michael,District 6,36.19071626193284,-86.74160067373357,Entire home/apt,300,1,12,2015-06-22,1.13,2,307
2247632,Country in the city(East Nashville),2245687,Kyah,District 6,36.18639514258656,-86.71778782238893,Entire home/apt,250,3,46,2015-06-16,2.73,1,333
822222,Cool & Cozy East Nashville Home!,1869614,Samara,District 6,36.176536042798936,-86.72420744696981,Entire home/apt,139,3,54,2015-04-14,1.76,2,7
