room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8154006,27639620,Entire home/apt,,25,16,4.5,4,1.0,75.0,,36.10955,-86.806555,2016-05-23 04:05:59.327624
11399184,48525240,Entire home/apt,,7,4,4.5,4,1.0,74.0,1.0,36.197151,-86.712332,2016-05-23 04:05:53.952322
11121584,17168198,Entire home/apt,,19,0,,8,3.0,225.0,14.0,36.145204,-86.790742,2016-05-23 04:05:46.913798
6637060,973449,Entire home/apt,,10,0,,6,3.0,225.0,3.0,36.31564,-86.689325,2016-05-23 04:05:32.439123
4484857,4192813,Entire home/apt,,24,57,4.5,6,3.0,398.0,2.0,36.151266,-86.823473,2016-05-23 04:05:25.817548
3215996,6032393,Entire home/apt,,5,64,5.0,6,2.0,110.0,,36.192895,-86.748934,2016-05-23 04:05:11.148398
8816660,34936855,Private room,,8,5,4.0,2,1.0,50.0,1.0,36.22346,-86.73154,2016-05-23 04:04:58.527499
11420311,53760626,Private room,,17,0,,2,1.0,500.0,1.0,36.128829,-86.788092,2016-05-23 04:04:55.283557
6725757,35219184,Entire home/apt,,18,21,5.0,2,1.0,140.0,2.0,36.129526,-86.803054,2016-05-23 04:04:46.083453
10150005,1554315,Entire home/apt,,19,7,4.5,9,3.0,400.0,,36.169122,-86.778334,2016-05-23 04:04:10.518907
9563770,49513891,Entire home/apt,,6,0,,4,1.0,110.0,1.0,36.182741,-86.742133,2016-05-23 04:03:58.497138
4424409,22967818,Entire home/apt,,3,6,5.0,2,1.0,69.0,3.0,36.340074,-86.779679,2016-05-23 04:03:53.077952
13092158,2149228,Entire home/apt,,8,0,,6,3.0,208.0,1.0,36.220459,-86.737305,2016-05-23 04:03:36.326419
7594361,6855810,Entire home/apt,,17,11,5.0,2,0.0,75.0,,36.126882,-86.778141,2016-05-23 04:03:30.834003
6040060,1099118,Entire home/apt,,19,17,5.0,4,1.0,300.0,2.0,36.162498,-86.777682,2016-05-23 04:03:21.507966
