room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
4154921,1396,16246720,Shared room,,Nashville,,19,76,5.0,4,1.0,,77.0,,2017-06-27 00:46:36.158871,36.164148,-86.775374,0101000020E6100000CC0A45BA9FB155C016DA39CD02154240
15157526,1396,16246720,Shared room,,Nashville,,19,21,5.0,4,1.0,,77.0,,2017-06-27 00:46:36.149032,36.163879,-86.775111,0101000020E610000045F12A6B9BB155C027C0B0FCF9144240
18224612,1396,120795993,Shared room,,Nashville,,15,0,0.0,4,1.0,,350.0,,2017-06-27 00:46:32.252582,36.220679,-86.705423,0101000020E610000028B682A625AD55C0FDF49F353F1C4240
14885793,1396,93362885,Shared room,,Nashville,,7,0,0.0,1,1.0,,222.0,,2017-06-27 00:46:31.096403,36.211999,-86.711243,0101000020E610000092205C0185AD55C071E481C8221B4240
6902607,1396,19262902,Shared room,,Nashville,,23,0,0.0,2,1.0,,250.0,,2017-06-27 00:46:31.089511,36.081842,-86.902308,0101000020E6100000D4BA0D6ABFB955C039B874CC790A4240
16480452,1396,102761798,Shared room,,Nashville,,19,0,0.0,2,1.0,,175.0,,2017-06-27 00:46:28.615016,36.175888,-86.788352,0101000020E61000001E6FF25B74B255C022E17B7F83164240
7868621,1396,41469573,Shared room,,Nashville,,1,8,4.5,12,1.0,,139.0,,2017-06-27 00:46:27.361617,36.226613,-86.829775,0101000020E610000075029A081BB555C09AEC9FA7011D4240
15212205,1396,63298682,Shared room,,Nashville,,21,3,4.5,2,1.0,,117.0,,2017-06-27 00:46:25.817556,36.154332,-86.799512,0101000020E61000009C3061342BB355C0F65CA626C1134240
18872161,1396,131491006,Shared room,,Nashville,,22,0,0.0,6,1.0,,88.0,,2017-06-27 00:46:24.483487,36.120002,-86.923685,0101000020E610000092B3B0A71DBB55C030BABC395C0F4240
19324984,1396,135361160,Shared room,,Nashville,,24,0,0.0,3,1.0,,66.0,,2017-06-27 00:46:23.221823,36.130618,-86.822094,0101000020E6100000390F27309DB455C06C223317B8104240
