room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6902607,19262902,Shared room,,23,0,0.0,2,1.0,250.0,,36.081842,-86.902308,2016-12-17 06:34:00.999643
16311663,18865875,Shared room,,5,0,0.0,4,1.0,285.0,,36.190957,-86.767083,2016-12-17 06:34:00.977528
1951714,7720839,Shared room,,19,5,5.0,2,1.0,150.0,,36.147212,-86.787587,2016-12-17 06:33:52.455725
15142243,96028937,Shared room,,6,6,5.0,4,1.0,150.0,,36.169202,-86.756037,2016-12-17 06:33:52.440293
6973407,3806760,Shared room,,2,6,4.0,1,1.0,128.0,,36.189994,-86.796347,2016-12-17 06:33:43.294697
7868621,41469573,Shared room,,1,6,4.5,12,1.0,139.0,,36.226613,-86.829775,2016-12-17 06:33:39.173917
15212205,63298682,Shared room,,21,2,0.0,2,1.0,115.0,,36.154332,-86.799512,2016-12-17 06:33:32.106162
15632191,16042822,Shared room,,18,3,4.5,2,1.0,94.0,,36.136028,-86.794916,2016-12-17 06:33:24.808726
9738865,47028126,Shared room,,19,34,5.0,2,1.0,64.0,,36.145308,-86.78973,2016-12-17 06:33:17.538630
8498736,4320475,Shared room,,18,6,4.5,3,1.0,75.0,,36.13077,-86.816206,2016-12-17 06:33:17.480759
14338778,87617980,Shared room,,17,13,4.5,3,1.0,70.0,,36.137337,-86.794628,2016-12-17 06:33:17.374795
15376252,40337883,Shared room,,18,2,0.0,2,1.0,50.0,,36.130629,-86.789463,2016-12-17 06:33:09.523982
2071080,7720839,Shared room,,19,1,0.0,1,1.0,60.0,,36.147168,-86.787539,2016-12-17 06:33:09.504094
14463853,89121626,Shared room,,8,16,5.0,2,1.0,49.0,,36.226781,-86.741774,2016-12-17 06:33:09.489757
7199895,22659030,Shared room,,8,78,4.5,2,1.0,52.0,,36.226262,-86.743393,2016-12-17 06:33:09.456763
15158385,16246720,Shared room,,19,3,4.5,4,1.0,35.0,,36.163835,-86.775389,2016-12-17 06:32:49.163744
15157762,16246720,Shared room,,19,1,0.0,4,1.0,35.0,,36.165382,-86.775559,2016-12-17 06:32:49.150281
15157178,16246720,Shared room,,19,8,5.0,4,1.0,35.0,,36.165474,-86.776831,2016-12-17 06:32:43.615357
15157526,16246720,Shared room,,19,6,5.0,4,1.0,35.0,,36.163879,-86.775111,2016-12-17 06:32:43.612390
3752008,16246720,Shared room,,19,41,5.0,4,1.0,35.0,,36.16549,-86.776451,2016-12-17 06:32:43.596685
3717835,16246720,Shared room,,19,51,5.0,4,1.0,35.0,,36.164427,-86.775632,2016-12-17 06:32:43.575123
4154832,16246720,Shared room,,19,86,5.0,4,1.0,35.0,,36.163998,-86.77678,2016-12-17 06:32:43.555443
6835573,16246720,Shared room,,19,75,5.0,4,1.0,35.0,,36.163643,-86.776426,2016-12-17 06:32:43.364324
4154921,16246720,Shared room,,19,63,4.5,4,1.0,35.0,,36.164148,-86.775374,2016-12-17 06:32:41.458498
3740324,16246720,Shared room,,19,56,5.0,4,1.0,35.0,,36.164148,-86.776972,2016-12-17 06:32:41.456335
10964070,30592364,Shared room,,32,29,5.0,2,1.0,22.0,,36.055134,-86.638961,2016-12-17 06:32:41.453641
3740203,16246720,Shared room,,19,97,5.0,4,1.0,35.0,,36.16406,-86.776862,2016-12-17 06:32:41.442906
14869381,33695860,Shared room,,29,4,3.5,1,1.0,16.0,,36.107319,-86.598921,2016-12-17 06:32:41.440125
3717911,16246720,Shared room,,19,61,5.0,4,1.0,35.0,,36.164167,-86.776836,2016-12-17 06:32:41.392609
3642701,16246720,Shared room,,19,70,5.0,4,1.0,35.0,,36.165208,-86.776994,2016-12-17 06:32:41.317599
