room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
17665511,1112,119335940,Private room,,Nashville,,35,2,,2,1.0,,60.0,,2017-04-13 13:28:33.309063,36.063176,-86.926189,0101000020E61000008E3A3AAE46BB55C030F2B22616084240
7497679,1112,38049512,Private room,,Nashville,,29,2,,2,1.0,,45.0,,2017-04-13 13:28:33.321742,36.082452,-86.607217,0101000020E6100000D124B1A4DCA655C0B2BE81C98D0A4240
16219630,1112,68706006,Private room,,Nashville,,35,0,,2,1.0,,59.0,,2017-04-13 13:28:35.170595,36.048671,-86.954368,0101000020E61000005516855D14BD55C0BEA1F0D93A064240
6323615,1112,32906420,Private room,,Nashville,,4,0,,2,1.0,,60.0,,2017-04-13 13:28:35.186087,36.04234,-86.722543,0101000020E61000000ABDFE243EAE55C005A8A9656B054240
15999422,1112,55187248,Private room,,Nashville,,5,2,,4,1.0,,75.0,,2017-04-13 13:28:39.865945,36.194329,-86.757369,0101000020E61000004580D3BB78B055C00BD5CDC5DF184240
17924737,1112,35826429,Private room,,Nashville,,6,0,,4,2.0,,68.0,,2017-04-13 13:28:39.909473,36.16696,-86.749117,0101000020E61000002BF86D88F1AF55C0BEDEFDF15E154240
7928605,1112,41808362,Private room,,Nashville,,19,2,,2,1.0,,75.0,,2017-04-13 13:28:39.911455,36.1504,-86.798504,0101000020E6100000696E85B01AB355C0C1A8A44E40134240
17389029,1112,51999840,Private room,,Nashville,,5,0,,2,1.0,,65.0,,2017-04-13 13:28:41.882075,36.178465,-86.75577,0101000020E6100000115322895EB055C0863DEDF0D7164240
17389261,1112,51999840,Private room,,Nashville,,5,0,,2,1.0,,75.0,,2017-04-13 13:28:44.559258,36.180564,-86.755911,0101000020E6100000F2EB87D860B055C0DF6A9DB81C174240
17956844,1112,32832665,Private room,,Nashville,,17,2,,3,1.0,,80.0,,2017-04-13 13:28:46.400118,36.137691,-86.776422,0101000020E61000004679E6E5B0B155C00DFAD2DB9F114240
14747730,1112,47061664,Private room,,Nashville,,29,1,,3,1.0,,64.0,,2017-04-13 13:28:50.109126,36.096107,-86.612392,0101000020E61000004015376E31A755C056F5F23B4D0C4240
16381738,1112,5108450,Private room,,Nashville,,7,2,,2,1.0,,75.0,,2017-04-13 13:28:52.078076,36.197434,-86.731067,0101000020E6100000D40B3ECDC9AE55C02A8F6E8445194240
13697624,1112,45274757,Private room,,Nashville,,5,0,,2,1.0,,65.0,,2017-04-13 13:28:52.085193,36.205593,-86.741592,0101000020E61000006ABE4A3E76AF55C0ADA415DF501A4240
16997348,1112,68509322,Private room,,Nashville,,6,0,,2,2.0,,250.0,,2017-04-13 13:29:41.370079,36.172025,-86.758879,0101000020E6100000C1A7397991B055C0158C4AEA04164240
15674250,1112,64304954,Private room,,Nashville,,17,1,,2,1.0,,250.0,,2017-04-13 13:29:41.372178,36.128225,-86.776989,0101000020E610000083161230BAB155C0CAC342AD69104240
14590986,1112,8817936,Private room,,Nashville,,19,0,,2,1.0,,280.0,,2017-04-13 13:29:41.374553,36.145291,-86.792434,0101000020E6100000438F183DB7B255C09AB33EE598124240
13369050,1112,184150,Private room,,Nashville,,16,2,,4,1.0,,250.0,,2017-04-13 13:29:41.384154,36.117178,-86.74028,0101000020E610000081785DBF60AF55C0C5E74EB0FF0E4240
11691595,1112,13742683,Private room,,Nashville,,5,1,,8,3.0,,300.0,,2017-04-13 13:29:43.135034,36.179685,-86.756725,0101000020E610000033C4B12E6EB055C0774A07EBFF164240
17132000,1112,68509322,Private room,,Nashville,,6,0,,2,1.0,,205.0,,2017-04-13 13:29:43.138116,36.171224,-86.759578,0101000020E6100000B6300BED9CB055C0292504ABEA154240
9050243,1112,44450435,Private room,,Nashville,,19,0,,2,1.0,,233.0,,2017-04-13 13:29:43.144619,36.161976,-86.774358,0101000020E61000005859DB148FB155C0535E2BA1BB144240
4497691,1112,23328986,Private room,,Nashville,,24,0,,2,1.0,,300.0,,2017-04-13 13:29:43.151310,36.134209,-86.831471,0101000020E6100000A22424D236B555C018EAB0C22D114240
3635094,1112,16387338,Private room,,Nashville,,35,0,,1,1.0,,220.0,,2017-04-13 13:29:43.155336,36.061077,-86.96227,0101000020E610000001FBE8D495BD55C0D6C4025FD1074240
16869769,1112,72776607,Private room,,Nashville,,2,0,,6,3.0,,350.0,,2017-04-13 13:29:44.609988,36.213577,-86.810193,0101000020E6100000AE9CBD33DAB355C0C216BB7D561B4240
13507254,1112,24664618,Private room,,Nashville,,19,0,,2,1.0,,350.0,,2017-04-13 13:29:44.618021,36.150424,-86.781918,0101000020E6100000D789CBF10AB255C04A44F81741134240
6262677,1112,6154341,Private room,,Nashville,,17,0,,4,1.0,,400.0,,2017-04-13 13:29:44.620397,36.125733,-86.780132,0101000020E610000009A4C4AEEDB155C09483D90418104240
9049945,1112,44450435,Private room,,Nashville,,19,0,,4,1.0,,395.0,,2017-04-13 13:29:44.624984,36.163409,-86.774132,0101000020E61000005FB2F1608BB155C0A06F0B96EA144240
5101088,1112,26356591,Private room,,Nashville,,27,1,,4,1.0,,50.0,,2017-04-13 13:30:08.095711,36.048361,-86.726523,0101000020E6100000AD32535A7FAE55C070B378B130064240
6505224,1112,34004519,Private room,,Nashville,,26,0,,2,1.0,,75.0,,2017-04-13 13:30:29.499763,36.074451,-86.760181,0101000020E6100000998235CEA6B055C0C713419C87094240
12263418,1112,64291192,Private room,,Nashville,,31,0,,2,1.0,,65.0,,2017-04-13 13:30:29.505301,36.030436,-86.705103,0101000020E6100000EF53556820AD55C07F4FAC53E5034240
4318024,1112,22395487,Private room,,Nashville,,24,0,,2,1.0,,149.0,,2017-04-13 13:30:58.162382,36.146514,-86.852779,0101000020E6100000CCED5EEE93B655C0FD3383F8C0124240
12345759,1112,65976424,Private room,,Nashville,,20,1,,2,1.0,,75.0,,2017-04-13 13:28:52.098757,36.157643,-86.840224,0101000020E61000001E54E23AC6B555C0BFB854A52D144240
17237006,1112,89121626,Private room,,Nashville,,8,1,,2,1.0,,62.0,,2017-04-13 13:28:53.705338,36.226874,-86.742145,0101000020E6100000F4F8BD4D7FAF55C007280D350A1D4240
17257436,1112,3568608,Private room,,Nashville,,6,2,,2,1.0,,75.0,,2017-04-13 13:28:53.736515,36.181872,-86.725999,0101000020E6100000707B82C476AE55C07007EA9447174240
16583765,1112,27755477,Private room,,Nashville,,7,1,,2,1.0,,65.0,,2017-04-13 13:28:55.730952,36.198783,-86.725016,0101000020E6100000E94482A966AE55C01900AAB871194240
11163437,1112,58064262,Private room,,Nashville,,7,1,,3,1.0,,68.0,,2017-04-13 13:28:57.354171,36.195212,-86.734052,0101000020E61000000F643DB5FAAE55C0B4E4F1B4FC184240
7635471,1112,33937516,Private room,,Nashville,,27,0,,2,1.0,,75.0,,2017-04-13 13:28:57.361185,36.058088,-86.736509,0101000020E61000006B0DA5F622AF55C02025766D6F074240
16518763,1112,74155869,Private room,,Nashville,,25,1,,2,1.0,,65.0,,2017-04-13 13:28:57.370099,36.113478,-86.776886,0101000020E610000019AE0E80B8B155C062687572860E4240
15616383,1112,98155396,Private room,,Nashville,,11,1,,4,2.0,,67.0,,2017-04-13 13:28:57.396525,36.2524,-86.656738,0101000020E61000009702D2FE07AA55C055C1A8A44E204240
17140450,1112,115232318,Private room,,Nashville,,20,0,,1,1.0,,62.0,,2017-04-13 13:28:57.398496,36.157752,-86.8687,0101000020E61000004182E2C798B755C07670B03731144240
13840397,1112,15042378,Private room,,Nashville,,24,0,,2,1.0,,80.0,,2017-04-13 13:28:59.123640,36.122498,-86.845435,0101000020E610000033F9669B1BB655C0A7E9B303AE0F4240
17016352,1112,9410561,Private room,,Nashville,,26,1,,1,1.0,,68.0,,2017-04-13 13:28:59.154444,36.071252,-86.75401,0101000020E6100000D8B628B341B055C026E318C91E094240
18191990,1112,18006447,Private room,,Nashville,,34,0,,3,1.0,,80.0,,2017-04-13 13:28:59.156946,36.088127,-86.791201,0101000020E610000000E48409A3B255C08272DBBE470B4240
15328468,1112,36245768,Private room,,Nashville,,13,1,,2,1.0,,75.0,,2017-04-13 13:28:59.159160,36.139983,-86.705841,0101000020E610000043CBBA7F2CAD55C07C7F83F6EA114240
17625350,1112,106367383,Private room,,Nashville,,20,1,,4,1.0,,80.0,,2017-04-13 13:28:59.161834,36.15284,-86.862864,0101000020E61000005439ED2939B755C0A4C2D84290134240
15956746,1112,100649300,Private room,,Nashville,,35,2,,2,1.0,,75.0,,2017-04-13 13:29:00.798487,36.050493,-86.95867,0101000020E6100000016A6AD95ABD55C0A6D6FB8D76064240
14823505,1112,68006231,Private room,,Nashville,,32,2,,1,1.0,,65.0,,2017-04-13 13:29:00.820145,36.032532,-86.669316,0101000020E610000021ACC612D6AA55C0680932022A044240
18032669,1112,117785843,Private room,,Nashville,,18,1,,2,1.0,,100.0,,2017-04-13 13:29:16.203348,36.127711,-86.789391,0101000020E61000006E30D46185B255C0732B84D558104240
16086315,1112,32019386,Private room,,Nashville,,25,0,,2,1.0,,100.0,,2017-04-13 13:29:16.212133,36.112705,-86.815193,0101000020E610000066BB421F2CB455C03F8C101E6D0E4240
17910310,1112,29070976,Private room,,Nashville,,7,0,,2,1.0,,100.0,,2017-04-13 13:29:17.921763,36.195275,-86.737931,0101000020E610000018EDF1423AAF55C0FB5C6DC5FE184240
4251813,1112,22064006,Private room,,Nashville,,21,2,,2,1.0,,99.0,,2017-04-13 13:29:17.945390,36.146129,-86.815678,0101000020E610000045847F1134B455C0A4FFE55AB4124240
14746010,1112,9560396,Private room,,Nashville,,7,1,,2,1.0,,90.0,,2017-04-13 13:29:17.950969,36.202235,-86.700969,0101000020E6100000A1A014ADDCAC55C0A48D23D6E2194240
12546140,1112,67989270,Private room,,Nashville,,26,0,,2,1.0,,100.0,,2017-04-13 13:29:17.964094,36.084242,-86.74764,0101000020E61000009D4B7155D9AF55C08E791D71C80A4240
16964155,1112,105997725,Private room,,Nashville,,22,0,,2,1.0,,95.0,,2017-04-13 13:29:19.471868,36.075836,-86.985814,0101000020E6100000187C9A9317BF55C003EE79FEB4094240
6262476,1112,32542112,Private room,,Nashville,,13,0,,2,1.0,,100.0,,2017-04-13 13:29:19.474631,36.128216,-86.637793,0101000020E61000008927BB99D1A855C07769C36169104240
4526145,1112,23463655,Private room,,Nashville,,19,2,,4,1.0,,100.0,,2017-04-13 13:29:19.488190,36.170195,-86.794999,0101000020E610000093567C43E1B255C0AB7823F3C8154240
17700605,1112,120608182,Private room,,Nashville,,20,0,,3,1.0,,100.0,,2017-04-13 13:29:19.494906,36.141046,-86.877941,0101000020E610000053B4722F30B855C0A69D9ACB0D124240
16086518,1112,16353723,Private room,,Nashville,,21,1,,4,1.0,,100.0,,2017-04-13 13:29:19.497201,36.144559,-86.813795,0101000020E61000007EA99F3715B455C0D6ABC8E880124240
