room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
18872161,1513,131491006,Shared room,,Nashville,,22,0,0.0,6,1.0,,390.0,,2017-07-22 00:25:02.146400,36.120002,-86.923685,0101000020E610000092B3B0A71DBB55C030BABC395C0F4240
18224612,1513,120795993,Shared room,,Nashville,,15,0,0.0,4,1.0,,350.0,,2017-07-22 00:25:02.143248,36.220679,-86.705423,0101000020E610000028B682A625AD55C0FDF49F353F1C4240
14885793,1513,93362885,Shared room,,Nashville,,7,0,0.0,1,1.0,,222.0,,2017-07-22 00:24:59.568750,36.211999,-86.711243,0101000020E610000092205C0185AD55C071E481C8221B4240
6902607,1513,19262902,Shared room,,Nashville,,23,0,0.0,2,1.0,,250.0,,2017-07-22 00:24:59.566181,36.081842,-86.902308,0101000020E6100000D4BA0D6ABFB955C039B874CC790A4240
16480452,1513,102761798,Shared room,,Nashville,,19,0,0.0,2,1.0,,175.0,,2017-07-22 00:24:52.678414,36.175888,-86.788352,0101000020E61000001E6FF25B74B255C022E17B7F83164240
7868621,1513,41469573,Shared room,,Nashville,,1,8,4.5,12,1.0,,139.0,,2017-07-22 00:24:47.922432,36.226613,-86.829775,0101000020E610000075029A081BB555C09AEC9FA7011D4240
15212205,1513,63298682,Shared room,,Nashville,,21,3,4.5,2,1.0,,117.0,,2017-07-22 00:24:45.050639,36.154332,-86.799512,0101000020E61000009C3061342BB355C0F65CA626C1134240
2071080,1513,7720839,Shared room,,Nashville,,19,1,0.0,1,1.0,,65.0,,2017-07-22 00:24:40.716341,36.147168,-86.787539,0101000020E6100000C554FA0967B255C04582A966D6124240
1951714,1513,7720839,Shared room,,Nashville,,19,6,5.0,2,1.0,,75.0,,2017-07-22 00:24:40.713774,36.147212,-86.787587,0101000020E61000004EF04DD367B255C015CAC2D7D7124240
9738865,1513,47028126,Shared room,,Nashville,,19,51,5.0,2,1.0,,64.0,,2017-07-22 00:24:40.711275,36.145308,-86.78973,0101000020E6100000E3AAB2EF8AB255C070ECD97399124240
18940333,1513,114506552,Shared room,,Nashville,,19,4,5.0,5,1.0,,65.0,,2017-07-22 00:24:40.709230,36.155865,-86.772551,0101000020E61000007FDFBF7971B155C0A7CB6262F3134240
14338778,1513,87617980,Shared room,,Nashville,,17,26,4.5,3,1.0,,73.0,,2017-07-22 00:24:40.704830,36.137337,-86.794628,0101000020E6100000191F662FDBB255C0F0C3414294114240
18341104,1513,126681529,Shared room,,Nashville,,19,34,4.5,1,1.0,,66.0,,2017-07-22 00:24:40.701423,36.168627,-86.784302,0101000020E6100000FE0B040132B255C07E1CCD9195154240
4084356,1513,2373011,Shared room,,Nashville,,24,16,5.0,2,1.0,,59.0,,2017-07-22 00:24:37.521303,36.131418,-86.834648,0101000020E6100000FFEA71DF6AB555C0880D164ED2104240
4084205,1513,2373011,Shared room,,Nashville,,24,7,5.0,2,1.0,,59.0,,2017-07-22 00:24:37.518761,36.132366,-86.835021,0101000020E6100000499EEBFB70B555C0198D7C5EF1104240
4083973,1513,2373011,Shared room,,Nashville,,24,10,4.5,1,1.0,,59.0,,2017-07-22 00:24:37.515905,36.131143,-86.834973,0101000020E6100000C102983270B555C0B70C384BC9104240
14463853,1513,89121626,Shared room,,Nashville,,8,40,5.0,2,1.0,,42.0,,2017-07-22 00:24:37.511252,36.226781,-86.741774,0101000020E61000007BC1A73979AF55C0562DE928071D4240
18009631,1513,117785843,Shared room,,Nashville,,18,10,4.5,2,1.0,,60.0,,2017-07-22 00:24:37.507004,36.127908,-86.791405,0101000020E610000004392861A6B255C0C972124A5F104240
3740324,1513,16246720,Shared room,,Nashville,,19,76,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.700257,36.164148,-86.776972,0101000020E6100000187AC4E8B9B155C016DA39CD02154240
4154921,1513,16246720,Shared room,,Nashville,,19,78,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.693999,36.164148,-86.775374,0101000020E6100000CC0A45BA9FB155C016DA39CD02154240
15157762,1513,16246720,Shared room,,Nashville,,19,9,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.691820,36.165382,-86.775559,0101000020E6100000954737C2A2B155C06DACC43C2B154240
15157178,1513,16246720,Shared room,,Nashville,,19,26,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.689107,36.165474,-86.776831,0101000020E610000037E15E99B7B155C04E2B85402E154240
6833907,1513,16246720,Shared room,,Nashville,,19,54,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.686232,36.164759,-86.777094,0101000020E6100000BEFA78E8BBB155C05F5CAAD216154240
18541619,1513,894612,Shared room,,Nashville,,21,17,4.5,1,1.0,,12.0,,2017-07-22 00:24:33.683677,36.173008,-86.804195,0101000020E6100000D5264EEE77B355C023F94A2025164240
3717911,1513,16246720,Shared room,,Nashville,,19,87,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.681106,36.164167,-86.776836,0101000020E6100000C09657AEB7B155C08D0A9C6C03154240
3752008,1513,16246720,Shared room,,Nashville,,19,53,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.676501,36.16549,-86.776451,0101000020E610000093FC885FB1B155C053E8BCC62E154240
3717835,1513,16246720,Shared room,,Nashville,,19,68,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.673893,36.164427,-86.775632,0101000020E6100000CA6E66F4A3B155C02ACAA5F10B154240
4154832,1513,16246720,Shared room,,Nashville,,19,123,5.0,4,1.0,,32.0,,2017-07-22 00:24:33.670863,36.163998,-86.77678,0101000020E6100000F60B76C3B6B155C0014EEFE2FD144240
18541103,1513,894612,Shared room,,Nashville,,21,22,4.5,1,1.0,,12.0,,2017-07-22 00:24:33.668067,36.17391,-86.804278,0101000020E61000001BB96E4A79B355C04339D1AE42164240
3740203,1513,16246720,Shared room,,Nashville,,19,127,5.0,4,1.0,,32.0,,2017-07-22 00:24:31.701996,36.16406,-86.776862,0101000020E610000054E0641BB8B155C0774A07EBFF144240
18672266,1513,894612,Shared room,,Nashville,,21,11,4.5,1,1.0,,11.0,,2017-07-22 00:24:31.699361,36.174134,-86.80617,0101000020E61000000B410E4A98B355C0938FDD054A164240
3284008,1513,16598536,Shared room,,Nashville,,6,93,5.0,2,1.0,,20.0,,2017-07-22 00:24:31.696661,36.172802,-86.742917,0101000020E61000001EA9BEF38BAF55C079573D601E164240
15158385,1513,16246720,Shared room,,Nashville,,19,20,5.0,4,1.0,,32.0,,2017-07-22 00:24:31.693898,36.163835,-86.775389,0101000020E6100000672B2FF99FB155C05778978BF8144240
18994489,1513,894612,Shared room,,Nashville,,21,6,5.0,1,1.0,,12.0,,2017-07-22 00:24:31.691773,36.172599,-86.804683,0101000020E61000006B2920ED7FB355C041295AB917164240
10964070,1513,30592364,Shared room,,Nashville,,32,37,5.0,2,1.0,,22.0,,2017-07-22 00:24:31.689191,36.055134,-86.638961,0101000020E6100000D89AADBCE4A855C0E77283A10E074240
